GeneID,GeneName,Log2FC_Y_VS_N
ENSG00000229647,MYOSLID,-0.034110063
ENSG00000159882,ZNF230,-0.034116399
ENSG00000110422,HIPK3,-0.034123423
ENSG00000136152,COG3,-0.034123966
ENSG00000009413,REV3L,-0.034168222
ENSG00000102081,FMR1,-0.034174316
ENSG00000285655,AC009879.2,-0.034176275
ENSG00000236863,RPL23AP23,-0.034188831
ENSG00000078140,UBE2K,-0.034200317
ENSG00000179163,FUCA1,-0.03420232
ENSG00000173875,ZNF791,-0.034205527
ENSG00000220695,Z86062.1,-0.034213318
ENSG00000250130,GAPDHP43,-0.034217618
ENSG00000263657,AC023389.1,-0.034226891
ENSG00000280594,BTG3-AS1,-0.034232024
ENSG00000256185,AC055720.2,-0.034243146
ENSG00000232053,AC078845.1,-0.034249604
ENSG00000173198,CYSLTR1,-0.034253432
ENSG00000067113,PLPP1,-0.034256356
ENSG00000185515,BRCC3,-0.034269786
ENSG00000257715,AC007298.1,-0.034280208
ENSG00000267592,AC004134.1,-0.034285811
ENSG00000162980,ARL5A,-0.034289151
ENSG00000171320,ESCO2,-0.034301344
ENSG00000119042,SATB2,-0.034312434
ENSG00000201772,SNORA5C,-0.03431386
ENSG00000104164,BLOC1S6,-0.034315472
ENSG00000126070,AGO3,-0.034337259
ENSG00000107551,RASSF4,-0.034338351
ENSG00000070367,EXOC5,-0.034340181
ENSG00000128272,ATF4,-0.034346615
ENSG00000245910,SNHG6,-0.034349904
ENSG00000236266,Z98884.1,-0.034351641
ENSG00000288725,,-0.034374058
ENSG00000257267,ZNF271P,-0.034379646
ENSG00000101624,CEP76,-0.03439916
ENSG00000186765,FSCN2,-0.034408149
ENSG00000225084,AL450226.1,-0.034410863
ENSG00000103707,MTFMT,-0.03442222
ENSG00000203872,C6orf163,-0.034432511
ENSG00000145868,FBXO38,-0.034432662
ENSG00000121350,PYROXD1,-0.034432923
ENSG00000248019,FAM13A-AS1,-0.034440341
ENSG00000172239,PAIP1,-0.034484872
ENSG00000272754,AL133245.1,-0.034488689
ENSG00000119723,COQ6,-0.034494003
ENSG00000177917,ARL6IP6,-0.034495485
ENSG00000114853,ZBTB47,-0.034505449
ENSG00000272195,AL356512.1,-0.034513297
ENSG00000255717,SNHG1,-0.034516216
ENSG00000175536,LIPT2,-0.034518787
ENSG00000164032,H2AZ1,-0.034533948
ENSG00000132463,GRSF1,-0.034535269
ENSG00000123595,RAB9A,-0.034539217
ENSG00000235978,AC018816.1,-0.034542436
ENSG00000285909,AP002762.2,-0.034549475
ENSG00000139974,SLC38A6,-0.034549619
ENSG00000268849,SIGLEC22P,-0.034549807
ENSG00000092531,SNAP23,-0.034551952
ENSG00000180769,WDFY3-AS2,-0.03455917
ENSG00000259276,AC087286.1,-0.034565251
ENSG00000213047,DENND1B,-0.034570448
ENSG00000120699,EXOSC8,-0.034588826
ENSG00000219249,AMZ2P2,-0.034608814
ENSG00000177427,MIEF2,-0.03461581
ENSG00000207306,RNU6-1152P,-0.03462014
ENSG00000118482,PHF3,-0.034622121
ENSG00000260916,CCPG1,-0.034633114
ENSG00000158296,SLC13A3,-0.034633264
ENSG00000139687,RB1,-0.034637281
ENSG00000241640,AC092757.1,-0.034640734
ENSG00000115091,ACTR3,-0.034660325
ENSG00000125124,BBS2,-0.034664618
ENSG00000164975,SNAPC3,-0.034665394
ENSG00000249884,RNF103-CHMP3,-0.034668248
ENSG00000082996,RNF13,-0.034693566
ENSG00000250569,NTAN1P2,-0.034696326
ENSG00000286828,AC008883.3,-0.034704776
ENSG00000163104,SMARCAD1,-0.034717241
ENSG00000128915,ICE2,-0.034720854
ENSG00000242602,RPL35AP13,-0.034724086
ENSG00000047932,GOPC,-0.034730479
ENSG00000158406,H4C8,-0.034739328
ENSG00000134982,APC,-0.034748674
ENSG00000235413,KRT18P63,-0.034757294
ENSG00000212567,AC008810.1,-0.034764993
ENSG00000162976,SLC66A3,-0.034781586
ENSG00000186298,PPP1CC,-0.03480723
ENSG00000237586,AC090192.1,-0.034810098
ENSG00000237232,ZNF295-AS1,-0.0348131
ENSG00000143222,UFC1,-0.034826247
ENSG00000184719,RNLS,-0.034826421
ENSG00000271980,AC012640.4,-0.034826474
ENSG00000115392,FANCL,-0.034826827
ENSG00000150637,CD226,-0.034844337
ENSG00000150782,IL18,-0.034849541
ENSG00000122378,PRXL2A,-0.034852185
ENSG00000261126,RBFADN,-0.034869002
ENSG00000113391,FAM172A,-0.034875951
ENSG00000289155,,-0.034883815
ENSG00000288012,AP003307.1,-0.034888938
ENSG00000025293,PHF20,-0.034896908
ENSG00000287074,AC137561.1,-0.034898549
ENSG00000111596,CNOT2,-0.034901855
ENSG00000120129,DUSP1,-0.034908328
ENSG00000111727,HCFC2,-0.034927294
ENSG00000125247,TMTC4,-0.034932453
ENSG00000223396,RPS10P7,-0.034949626
ENSG00000132915,PDE6A,-0.034952132
ENSG00000279469,AC109454.4,-0.034952134
ENSG00000158092,NCK1,-0.034955365
ENSG00000073756,PTGS2,-0.034965006
ENSG00000268095,ZNF649-AS1,-0.034980529
ENSG00000259367,AC087286.2,-0.03498332
ENSG00000279803,AC009090.5,-0.034985825
ENSG00000122033,MTIF3,-0.034987485
ENSG00000090686,USP48,-0.035019822
ENSG00000283959,AP002851.1,-0.035026045
ENSG00000187762,HSPE1P11,-0.03502713
ENSG00000196116,TDRD7,-0.035029794
ENSG00000156206,CFAP161,-0.035034423
ENSG00000196476,C20orf96,-0.035036246
ENSG00000235669,CHN2-AS1,-0.03504054
ENSG00000259773,AC012100.1,-0.035051388
ENSG00000015153,YAF2,-0.035062408
ENSG00000285444,AL162377.3,-0.035065438
ENSG00000221874,ZNF816-ZNF321P,-0.035070726
ENSG00000065413,ANKRD44,-0.035075481
ENSG00000167460,TPM4,-0.035075951
ENSG00000198060,MARCHF5,-0.035091477
ENSG00000285155,AC092153.1,-0.035105536
ENSG00000187037,GPR141,-0.035110922
ENSG00000007255,TRAPPC6A,-0.035126871
ENSG00000144909,OSBPL11,-0.035128827
ENSG00000102554,KLF5,-0.035129119
ENSG00000091106,NLRC4,-0.035137364
ENSG00000264112,AC015813.1,-0.035143854
ENSG00000175105,ZNF654,-0.035148694
ENSG00000286950,AC087588.2,-0.035151425
ENSG00000255220,DDX18P5,-0.035159657
ENSG00000189238,LINC00943,-0.035163357
ENSG00000235258,NDUFB4P6,-0.035163979
ENSG00000130349,MTRES1,-0.03516719
ENSG00000250733,C8orf17,-0.03518215
ENSG00000138430,OLA1,-0.035197392
ENSG00000226457,RPL22P3,-0.035201939
ENSG00000288061,AP000926.2,-0.035201988
ENSG00000171121,KCNMB3,-0.035204319
ENSG00000068796,KIF2A,-0.035206785
ENSG00000124613,ZNF391,-0.03520775
ENSG00000130023,ERMARD,-0.035210266
ENSG00000095002,MSH2,-0.035212923
ENSG00000156273,BACH1,-0.035217262
ENSG00000279693,AC099521.2,-0.035217606
ENSG00000198088,NUP62CL,-0.035223783
ENSG00000121417,ZNF211,-0.035226642
ENSG00000111961,SASH1,-0.035229488
ENSG00000146282,RARS2,-0.0352347
ENSG00000167220,HDHD2,-0.035243208
ENSG00000188811,NHLRC3,-0.035246862
ENSG00000288891,,-0.035258725
ENSG00000265625,AC104564.5,-0.035262685
ENSG00000128581,IFT22,-0.035286169
ENSG00000233033,CASK-AS1,-0.035296089
ENSG00000259628,AC007000.3,-0.035297431
ENSG00000148429,USP6NL,-0.035308885
ENSG00000050730,TNIP3,-0.035310459
ENSG00000184445,KNTC1,-0.035326417
ENSG00000178021,TSPYL6,-0.035329962
ENSG00000105865,DUS4L,-0.035331122
ENSG00000149636,DSN1,-0.03533333
ENSG00000183291,SELENOF,-0.035339649
ENSG00000198382,UVRAG,-0.035345107
ENSG00000035928,RFC1,-0.035360853
ENSG00000289161,,-0.035378078
ENSG00000083097,DOP1A,-0.035383242
ENSG00000243449,C4orf48,-0.035388724
ENSG00000260103,AC012435.2,-0.035389132
ENSG00000091879,ANGPT2,-0.03538915
ENSG00000173226,IQCB1,-0.035397067
ENSG00000153201,RANBP2,-0.035403382
ENSG00000160551,TAOK1,-0.035418534
ENSG00000244119,PDCL3P4,-0.035421526
ENSG00000288632,AC133555.6,-0.035421532
ENSG00000244754,N4BP2L2,-0.035431984
ENSG00000073331,ALPK1,-0.035441034
ENSG00000088930,XRN2,-0.035450717
ENSG00000272100,AL513218.1,-0.035459338
ENSG00000226889,AL359541.1,-0.035466926
ENSG00000235369,RPL36AP15,-0.035468599
ENSG00000138386,NAB1,-0.035477297
ENSG00000284634,AC092821.3,-0.035480227
ENSG00000288818,,-0.035485098
ENSG00000176601,MAP3K19,-0.035487884
ENSG00000083099,LYRM2,-0.03550126
ENSG00000290856,,-0.035515072
ENSG00000175928,LRRN1,-0.035521176
ENSG00000164815,ORC5,-0.035525578
ENSG00000082068,WDR70,-0.035529455
ENSG00000143545,RAB13,-0.035532879
ENSG00000196866,H2AC7,-0.035534327
ENSG00000074695,LMAN1,-0.035543217
ENSG00000258826,LINC01147,-0.035545169
ENSG00000154783,FGD5,-0.035552207
ENSG00000122966,CIT,-0.035556042
ENSG00000155097,ATP6V1C1,-0.035560721
ENSG00000171100,MTM1,-0.035573412
ENSG00000265342,AC011933.3,-0.035574946
ENSG00000150093,ITGB1,-0.035576257
ENSG00000151304,SRFBP1,-0.035578479
ENSG00000172716,SLFN11,-0.035586827
ENSG00000213003,BTF3P12,-0.035595907
ENSG00000258769,RAP1AP,-0.035599544
ENSG00000279107,AC138951.2,-0.035607145
ENSG00000145734,BDP1,-0.035608896
ENSG00000279632,AP003108.4,-0.035613326
ENSG00000272941,AC083862.1,-0.035614141
ENSG00000176102,CSTF3,-0.035616671
ENSG00000111832,RWDD1,-0.035620257
ENSG00000142959,BEST4,-0.035629256
ENSG00000288855,,-0.035632253
ENSG00000256512,AC009511.1,-0.03563292
ENSG00000197498,RPF2,-0.035634045
ENSG00000268509,AC026202.3,-0.035639771
ENSG00000122707,RECK,-0.035650655
ENSG00000126653,NSRP1,-0.035654342
ENSG00000175073,VCPIP1,-0.035670724
ENSG00000129128,SPCS3,-0.035675533
ENSG00000165195,PIGA,-0.035681057
ENSG00000274387,AC097634.2,-0.035689126
ENSG00000123124,WWP1,-0.035707004
ENSG00000286656,AC008875.2,-0.035709124
ENSG00000167842,MIS12,-0.035711985
ENSG00000232815,DUX4L50,-0.03571221
ENSG00000070190,DAPP1,-0.035713857
ENSG00000143674,MAP3K21,-0.03571474
ENSG00000174989,FBXW8,-0.035719404
ENSG00000234911,TEX21P,-0.035726564
ENSG00000232630,PRPS1P2,-0.035727592
ENSG00000108932,SLC16A6,-0.035745042
ENSG00000189190,ZNF600,-0.035745564
ENSG00000196154,S100A4,-0.035751439
ENSG00000100024,UPB1,-0.035777317
ENSG00000278206,AL031320.2,-0.035783446
ENSG00000268087,AC008764.2,-0.035786235
ENSG00000156253,RWDD2B,-0.035788934
ENSG00000257511,AC084824.1,-0.035792133
ENSG00000204482,LST1,-0.035796407
ENSG00000215704,CELA2B,-0.035805433
ENSG00000123411,IKZF4,-0.035814444
ENSG00000165813,CCDC186,-0.035825894
ENSG00000258012,AC026111.1,-0.03582631
ENSG00000185950,IRS2,-0.035829267
ENSG00000154856,APCDD1,-0.035833732
ENSG00000215417,MIR17HG,-0.035833945
ENSG00000107938,EDRF1,-0.035849842
ENSG00000274270,AL137060.3,-0.035859529
ENSG00000141198,TOM1L1,-0.03587312
ENSG00000176623,RMDN1,-0.035879446
ENSG00000287626,AL021978.1,-0.035890557
ENSG00000240877,RN7SL521P,-0.035890968
ENSG00000286909,AC024560.4,-0.035894869
ENSG00000271918,AC034236.2,-0.035931754
ENSG00000259483,AL355073.1,-0.035958259
ENSG00000103067,ESRP2,-0.03595921
ENSG00000273254,AF129075.2,-0.035965365
ENSG00000225408,AL136980.1,-0.035979575
ENSG00000235347,Z84478.1,-0.035998924
ENSG00000220392,FCF1P5,-0.036003238
ENSG00000241764,AC002467.1,-0.03600415
ENSG00000219529,AP000580.1,-0.036018159
ENSG00000226288,OR52I2,-0.036038554
ENSG00000257957,QRSL1P3,-0.036044826
ENSG00000274629,AC073052.1,-0.036058294
ENSG00000032219,ARID4A,-0.036060366
ENSG00000228436,AL139260.1,-0.036065806
ENSG00000223599,AL513523.1,-0.036067254
ENSG00000170248,PDCD6IP,-0.036074315
ENSG00000212342,AC103725.1,-0.036084063
ENSG00000230113,AC138207.1,-0.03608797
ENSG00000244528,SEPTIN14P2,-0.0360892
ENSG00000168280,KIF5C,-0.036091874
ENSG00000233728,AL929472.3,-0.036093387
ENSG00000286993,AC035139.2,-0.036096968
ENSG00000270344,POC1B-AS1,-0.036108346
ENSG00000217897,HSPE1P8,-0.036112369
ENSG00000128585,MKLN1,-0.036121176
ENSG00000206560,ANKRD28,-0.036137182
ENSG00000289520,,-0.036141575
ENSG00000118412,CASP8AP2,-0.036144479
ENSG00000234222,LIX1L-AS1,-0.036160057
ENSG00000196967,ZNF585A,-0.036160493
ENSG00000248881,AC010245.1,-0.036166824
ENSG00000125246,CLYBL,-0.036188942
ENSG00000203546,AL139353.1,-0.036191759
ENSG00000148826,NKX6-2,-0.03619448
ENSG00000151694,ADAM17,-0.036203246
ENSG00000070404,FSTL3,-0.036207699
ENSG00000103404,USP31,-0.036209459
ENSG00000081014,AP4E1,-0.036213862
ENSG00000178947,SMIM10L2A,-0.03621685
ENSG00000136159,NUDT15,-0.036217637
ENSG00000266891,AP000902.1,-0.036218692
ENSG00000271793,AL589666.1,-0.036220563
ENSG00000162623,TYW3,-0.036243925
ENSG00000174444,RPL4,-0.036258844
ENSG00000227671,ZNF731P,-0.036267101
ENSG00000128159,TUBGCP6,-0.036272739
ENSG00000230534,AL392046.1,-0.036284763
ENSG00000259591,AC022898.1,-0.036288904
ENSG00000285839,AL445685.3,-0.036319246
ENSG00000287252,AL009179.1,-0.036327723
ENSG00000197442,MAP3K5,-0.036335791
ENSG00000263916,AC100778.2,-0.036340102
ENSG00000232928,DDX3P1,-0.036363933
ENSG00000085871,MGST2,-0.036365022
ENSG00000165672,PRDX3,-0.036367322
ENSG00000254400,AC091564.2,-0.036377102
ENSG00000280798,LINC00294,-0.036396233
ENSG00000290854,,-0.03640546
ENSG00000236194,AC099811.1,-0.036406482
ENSG00000258102,MAP1LC3B2,-0.036413425
ENSG00000270120,AC007728.3,-0.036414712
ENSG00000154079,SDHAF4,-0.036435199
ENSG00000086666,ZFAND6,-0.036435468
ENSG00000141425,RPRD1A,-0.036436444
ENSG00000128791,TWSG1,-0.036442059
ENSG00000153064,BANK1,-0.036445272
ENSG00000143919,CAMKMT,-0.03645616
ENSG00000258526,AL049828.1,-0.036466175
ENSG00000114098,ARMC8,-0.036471581
ENSG00000133657,ATP13A3,-0.036472929
ENSG00000143753,DEGS1,-0.036476071
ENSG00000119705,SLIRP,-0.036483443
ENSG00000198189,HSD17B11,-0.036488155
ENSG00000170584,NUDCD2,-0.036494549
ENSG00000127831,VIL1,-0.03649495
ENSG00000253476,AC091185.1,-0.036496978
ENSG00000143933,CALM2,-0.036501397
ENSG00000144747,TMF1,-0.036504887
ENSG00000287437,AL161662.1,-0.036520071
ENSG00000259103,AF107885.2,-0.036522405
ENSG00000048544,MRPS10,-0.03653011
ENSG00000111880,RNGTT,-0.036535327
ENSG00000175895,PLEKHF2,-0.036543792
ENSG00000267275,AC020911.2,-0.03655081
ENSG00000105778,AVL9,-0.036564636
ENSG00000177182,CLVS1,-0.036599903
ENSG00000123728,RAP2C,-0.036606989
ENSG00000286145,AC068282.1,-0.036644376
ENSG00000173588,CEP83,-0.036652302
ENSG00000291120,,-0.036652551
ENSG00000204420,MPIG6B,-0.036667322
ENSG00000148481,MINDY3,-0.036668461
ENSG00000262905,AC015853.1,-0.036672367
ENSG00000185947,ZNF267,-0.036676226
ENSG00000270846,MYG1P1,-0.036684227
ENSG00000207452,RNU6-606P,-0.036685728
ENSG00000171291,ZNF439,-0.036691946
ENSG00000239005,AC097376.1,-0.036692836
ENSG00000172172,MRPL13,-0.036693282
ENSG00000201179,RNU6-1322P,-0.036696597
ENSG00000273420,AC008738.7,-0.036696654
ENSG00000122512,PMS2,-0.036701762
ENSG00000267510,AC011451.1,-0.036715976
ENSG00000286161,AC104066.4,-0.036738258
ENSG00000112234,FBXL4,-0.036738637
ENSG00000205758,CRYZL1,-0.036740428
ENSG00000131697,NPHP4,-0.036743271
ENSG00000180855,ZNF443,-0.036757949
ENSG00000267680,ZNF224,-0.036760692
ENSG00000271843,AC012557.1,-0.036767634
ENSG00000291233,,-0.036772376
ENSG00000084733,RAB10,-0.036775002
ENSG00000158486,DNAH3,-0.036780248
ENSG00000258515,AL355075.2,-0.036790117
ENSG00000137880,GCHFR,-0.036795597
ENSG00000134444,RELCH,-0.03680619
ENSG00000239480,AC073517.1,-0.036807778
ENSG00000156738,MS4A1,-0.036822447
ENSG00000289124,,-0.036827393
ENSG00000237493,AC034102.1,-0.036834998
ENSG00000236567,TCF3P1,-0.036835358
ENSG00000106605,BLVRA,-0.036841139
ENSG00000138069,RAB1A,-0.036844233
ENSG00000252155,RNU6-941P,-0.036873197
ENSG00000262919,CCNQ,-0.036881598
ENSG00000185674,LYG2,-0.036897887
ENSG00000198718,TOGARAM1,-0.036913769
ENSG00000282772,AL358790.1,-0.036937885
ENSG00000113140,SPARC,-0.036941877
ENSG00000113328,CCNG1,-0.036944747
ENSG00000163141,BNIPL,-0.036959943
ENSG00000165383,LRRC18,-0.036961625
ENSG00000145700,ANKRD31,-0.036969271
ENSG00000168852,TPTE2P5,-0.036975948
ENSG00000136045,PWP1,-0.036981478
ENSG00000148700,ADD3,-0.036981929
ENSG00000257925,AC008083.2,-0.036996433
ENSG00000122674,CCZ1,-0.036998314
ENSG00000197563,PIGN,-0.037008673
ENSG00000273687,AC004223.4,-0.037012825
ENSG00000258917,ZMYND19P1,-0.037015733
ENSG00000117020,AKT3,-0.037026761
ENSG00000138398,PPIG,-0.037033714
ENSG00000245711,NADK2-AS1,-0.037034293
ENSG00000204856,FAM216A,-0.037036164
ENSG00000155893,PXYLP1,-0.037060797
ENSG00000133997,MED6,-0.037062246
ENSG00000288955,,-0.037083767
ENSG00000172164,SNTB1,-0.037085096
ENSG00000284435,MIR4691,-0.037086722
ENSG00000272506,AL357078.2,-0.037100075
ENSG00000122008,POLK,-0.037100808
ENSG00000281910,SNORA50A,-0.037103745
ENSG00000143494,VASH2,-0.037106117
ENSG00000254946,LINC02751,-0.037114207
ENSG00000198464,ZNF480,-0.037124506
ENSG00000165516,KLHDC2,-0.037128667
ENSG00000131269,ABCB7,-0.037136981
ENSG00000170903,MSANTD4,-0.037143012
ENSG00000124532,MRS2,-0.037147471
ENSG00000215790,SLC35E2A,-0.037148507
ENSG00000112062,MAPK14,-0.037164721
ENSG00000253251,SHLD3,-0.037170701
ENSG00000121644,DESI2,-0.037174687
ENSG00000228427,AL590764.1,-0.037190357
ENSG00000132313,MRPL35,-0.037195553
ENSG00000117475,BLZF1,-0.037204908
ENSG00000162695,SLC30A7,-0.03721507
ENSG00000251586,TET2-AS1,-0.037229365
ENSG00000279494,AL117328.2,-0.037234497
ENSG00000227398,KIF9-AS1,-0.0372401
ENSG00000168214,RBPJ,-0.037243125
ENSG00000198719,DLL1,-0.037257274
ENSG00000289557,,-0.037257502
ENSG00000135951,TSGA10,-0.037261087
ENSG00000151876,FBXO4,-0.037261998
ENSG00000132357,CARD6,-0.037264886
ENSG00000271862,AC104118.1,-0.037269117
ENSG00000156052,GNAQ,-0.037275167
ENSG00000273199,AP000692.2,-0.037284607
ENSG00000284959,AC007262.2,-0.037290068
ENSG00000156531,PHF6,-0.037293059
ENSG00000233452,STXBP5-AS1,-0.037302474
ENSG00000108950,FAM20A,-0.037311727
ENSG00000171914,TLN2,-0.037312456
ENSG00000188825,LINC00910,-0.037314231
ENSG00000170144,HNRNPA3,-0.037319094
ENSG00000146457,WTAP,-0.037329552
ENSG00000236867,Z98885.1,-0.03734004
ENSG00000264343,NOTCH2NLA,-0.037347764
ENSG00000111711,GOLT1B,-0.037364702
ENSG00000038002,AGA,-0.037366429
ENSG00000105383,CD33,-0.037371127
ENSG00000160131,VMA21,-0.037378628
ENSG00000116044,NFE2L2,-0.037385732
ENSG00000252222,RNU7-13P,-0.037390093
ENSG00000145293,ENOPH1,-0.037391415
ENSG00000089682,RBM41,-0.037392161
ENSG00000047410,TPR,-0.037395959
ENSG00000082196,C1QTNF3,-0.03740913
ENSG00000241678,AC091564.1,-0.037414356
ENSG00000272918,AC005070.3,-0.037422764
ENSG00000275674,AC091167.6,-0.037426259
ENSG00000198554,WDHD1,-0.037429209
ENSG00000173145,NOC3L,-0.037445284
ENSG00000099795,NDUFB7,-0.037448095
ENSG00000291073,,-0.037466767
ENSG00000135316,SYNCRIP,-0.037472023
ENSG00000283977,AC084337.2,-0.03748064
ENSG00000288706,,-0.03748138
ENSG00000234705,HMGA1P4,-0.037483153
ENSG00000225193,RPS12P26,-0.037483742
ENSG00000060762,MPC1,-0.03749659
ENSG00000267589,AC011444.4,-0.037497326
ENSG00000287095,AF228727.1,-0.037497663
ENSG00000083093,PALB2,-0.037499454
ENSG00000137845,ADAM10,-0.037502083
ENSG00000136021,SCYL2,-0.037531975
ENSG00000237854,LINC00674,-0.037541418
ENSG00000289731,,-0.037544667
ENSG00000108405,P2RX1,-0.037551466
ENSG00000186026,ZNF284,-0.037553691
ENSG00000228878,SEPTIN7-DT,-0.037573903
ENSG00000166734,GOLM2,-0.037579052
ENSG00000269026,AC003006.1,-0.037580731
ENSG00000242338,BMS1P4,-0.037583933
ENSG00000187510,PLEKHG7,-0.037597249
ENSG00000153774,CFDP1,-0.037602106
ENSG00000141505,ASGR1,-0.037603466
ENSG00000118197,DDX59,-0.037630786
ENSG00000130943,PKDREJ,-0.037632747
ENSG00000119013,NDUFB3,-0.0376396
ENSG00000250182,EEF1A1P13,-0.037644989
ENSG00000145730,PAM,-0.037645146
ENSG00000111011,RSRC2,-0.037658936
ENSG00000288917,,-0.037663422
ENSG00000101911,PRPS2,-0.037681688
ENSG00000127311,HELB,-0.037693091
ENSG00000225733,FGD5-AS1,-0.037694008
ENSG00000206650,SNORA70G,-0.037695577
ENSG00000213033,AURKAP1,-0.037699363
ENSG00000100410,PHF5A,-0.037700659
ENSG00000206952,SNORA50A,-0.037703509
ENSG00000111780,AL021546.1,-0.037705877
ENSG00000243663,RPS4XP14,-0.037714123
ENSG00000141446,ESCO1,-0.037717758
ENSG00000241409,AC064852.1,-0.037718954
ENSG00000289447,,-0.037719065
ENSG00000147905,ZCCHC7,-0.037724125
ENSG00000229521,MYCBP2-AS2,-0.037740185
ENSG00000115825,PRKD3,-0.037753912
ENSG00000163660,CCNL1,-0.037762536
ENSG00000272600,AC007308.1,-0.037775755
ENSG00000286186,AC018445.5,-0.037777428
ENSG00000260507,AC133919.1,-0.037780661
ENSG00000005812,FBXL3,-0.037788488
ENSG00000107758,PPP3CB,-0.037832289
ENSG00000120802,TMPO,-0.037834325
ENSG00000091640,SPAG7,-0.037835194
ENSG00000174871,CNIH2,-0.037847127
ENSG00000223583,AL513365.1,-0.037856004
ENSG00000144848,ATG3,-0.037880683
ENSG00000279513,AL157902.2,-0.037893108
ENSG00000135597,REPS1,-0.03789637
ENSG00000248503,AL356235.1,-0.037901152
ENSG00000279957,AC110769.3,-0.037910721
ENSG00000225973,PIGBOS1,-0.037911507
ENSG00000259709,AC023906.4,-0.037914313
ENSG00000158445,KCNB1,-0.037919146
ENSG00000240695,AC117382.1,-0.037935778
ENSG00000284118,MIR4707,-0.037948149
ENSG00000277958,Metazoa_SRP,-0.037953196
ENSG00000064115,TM7SF3,-0.037953385
ENSG00000229766,AL021396.1,-0.037955806
ENSG00000146143,PRIM2,-0.037957772
ENSG00000075711,DLG1,-0.037959676
ENSG00000187627,RGPD1,-0.037969946
ENSG00000139370,SLC15A4,-0.037972864
ENSG00000174109,C16orf91,-0.037974499
ENSG00000169891,REPS2,-0.037985945
ENSG00000155850,SLC26A2,-0.037989277
ENSG00000163681,SLMAP,-0.037992657
ENSG00000188428,BLOC1S5,-0.037996898
ENSG00000110768,GTF2H1,-0.03800056
ENSG00000228802,AC073641.1,-0.038025577
ENSG00000107897,ACBD5,-0.038046661
ENSG00000201957,AC076966.1,-0.03804982
ENSG00000288258,BX470111.1,-0.038050945
ENSG00000156966,B3GNT7,-0.038051824
ENSG00000235908,RHOA-IT1,-0.038060882
ENSG00000249709,ZNF564,-0.038061892
ENSG00000280184,AL023806.3,-0.038064274
ENSG00000287201,AC009682.1,-0.038065669
ENSG00000242299,AC073861.1,-0.038068342
ENSG00000138613,APH1B,-0.038078332
ENSG00000091136,LAMB1,-0.038080611
ENSG00000164181,ELOVL7,-0.038085996
ENSG00000235079,ZRANB2-AS1,-0.038095338
ENSG00000259595,AC025043.1,-0.038104875
ENSG00000166012,TAF1D,-0.038107668
ENSG00000137509,PRCP,-0.038109432
ENSG00000165288,BRWD3,-0.03811105
ENSG00000233739,AL031587.2,-0.038119276
ENSG00000163781,TOPBP1,-0.038119826
ENSG00000279913,AP001962.1,-0.03812528
ENSG00000206838,SNORA5A,-0.038158466
ENSG00000230927,TMBIM7P,-0.038166276
ENSG00000196678,ERI2,-0.038168826
ENSG00000226337,TMEM252-DT,-0.03820948
ENSG00000176915,ANKLE2,-0.03820969
ENSG00000228352,AL354989.1,-0.038221619
ENSG00000120526,NUDCD1,-0.03822752
ENSG00000288932,,-0.038253444
ENSG00000105058,FAM32A,-0.03825656
ENSG00000135837,CEP350,-0.038261486
ENSG00000261326,LINC01355,-0.038271907
ENSG00000232824,PRR13P1,-0.038276884
ENSG00000136631,VPS45,-0.038288216
ENSG00000261393,AC007493.2,-0.038296895
ENSG00000112419,PHACTR2,-0.038310747
ENSG00000201901,RN7SKP48,-0.038318095
ENSG00000276418,AC036214.3,-0.038360328
ENSG00000124380,SNRNP27,-0.038364627
ENSG00000197776,KLHDC1,-0.038365899
ENSG00000270108,AL049840.6,-0.038370943
ENSG00000273742,MIR6075,-0.038383485
ENSG00000196693,ZNF33B,-0.03838563
ENSG00000203876,ADD3-AS1,-0.038390048
ENSG00000183542,KLRC4,-0.038400168
ENSG00000107625,DDX50,-0.038404162
ENSG00000284690,CD300H,-0.038412674
ENSG00000162704,ARPC5,-0.038418984
ENSG00000257146,AC079905.2,-0.038433882
ENSG00000200534,SNORA33,-0.038438274
ENSG00000136603,SKIL,-0.038439947
ENSG00000087253,LPCAT2,-0.038441818
ENSG00000114742,WDR48,-0.038442798
ENSG00000161298,ZNF382,-0.038452479
ENSG00000133812,SBF2,-0.038473066
ENSG00000178177,LCORL,-0.038474245
ENSG00000114656,CFAP92,-0.038474726
ENSG00000217128,FNIP1,-0.0384817
ENSG00000153310,CYRIB,-0.038486802
ENSG00000259308,FABP5P8,-0.038497804
ENSG00000131845,ZNF304,-0.038505933
ENSG00000170632,ARMC10,-0.038520171
ENSG00000221914,PPP2R2A,-0.03852908
ENSG00000159904,ZNF890P,-0.038532817
ENSG00000232388,SMIM26,-0.038534756
ENSG00000180488,MIGA1,-0.038540439
ENSG00000150527,MIA2,-0.038541644
ENSG00000198331,HYLS1,-0.038554844
ENSG00000076053,RBM7,-0.038558279
ENSG00000234562,TPMTP2,-0.038559186
ENSG00000232656,IDI2-AS1,-0.038567663
ENSG00000272807,AC007038.1,-0.038573689
ENSG00000269893,SNHG8,-0.03857556
ENSG00000267058,AC006213.2,-0.038586611
ENSG00000101004,NINL,-0.038587552
ENSG00000176928,GCNT4,-0.038594394
ENSG00000235527,HIPK1-AS1,-0.038597049
ENSG00000152359,POC5,-0.038600981
ENSG00000132749,TESMIN,-0.038612361
